CGPA,Internship,Aptitude,Communication,Coding,Projects,Placed
5.8,1,47,64,83,6,Yes
7.3,1,99,65,68,6,Yes
6.0,1,68,75,58,4,Yes
9.2,0,79,56,74,4,Yes
6.2,1,78,47,81,8,Yes
8.8,1,53,79,41,1,Yes
5.9,1,86,78,50,0,Yes
5.7,1,76,95,49,3,Yes
9.2,0,99,63,69,7,Yes
7.6,0,100,82,41,2,Yes
8.4,1,77,66,42,5,Yes
9.1,0,84,62,82,0,Yes
5.1,1,83,66,48,0,Yes
5.8,1,75,56,72,7,Yes
9.6,0,55,84,54,0,Yes
9.7,0,43,74,42,8,Yes
9.0,1,75,64,85,7,Yes
6.7,1,44,86,83,1,Yes
5.7,0,40,74,57,8,Yes
5.1,1,92,89,63,2,Yes
6.7,1,65,73,85,2,Yes
8.9,1,100,55,46,4,Yes
6.1,0,48,95,40,4,Yes
8.2,0,72,96,99,3,Yes
8.8,1,95,65,74,8,Yes
8.3,1,78,66,65,2,Yes
8.7,0,53,88,99,3,Yes
8.3,1,64,87,95,5,Yes
9.5,1,63,90,58,6,Yes
7.6,0,74,46,97,5,Yes
7.1,1,94,100,72,3,Yes
7.9,1,65,91,85,4,Yes
8.4,1,62,52,60,4,Yes
8.5,1,41,72,82,5,Yes
9.1,1,50,100,89,0,Yes
7.2,1,41,71,94,7,Yes
9.7,1,71,89,42,8,Yes
8.4,1,84,87,58,4,Yes
9.4,0,43,58,56,8,Yes
9.6,1,54,51,78,4,Yes
7.8,1,54,60,58,6,Yes
8.4,1,84,55,53,8,Yes
6.9,0,98,71,92,0,Yes
7.1,1,96,79,62,8,Yes
6.9,1,60,68,51,5,Yes
7.5,1,93,95,44,5,Yes
9.6,0,78,44,60,6,Yes
8.6,1,61,54,77,6,Yes
8.5,0,68,66,49,6,Yes
5.5,0,56,85,69,3,Yes
7.4,0,68,56,96,6,Yes
6.6,1,57,58,80,6,Yes
8.1,1,91,90,93,6,Yes
8.1,1,57,53,68,0,Yes
5.1,0,94,56,50,3,Yes
5.1,0,59,74,69,4,Yes
5.1,0,99,94,60,7,Yes
7.2,0,54,48,60,5,Yes
9.2,1,97,76,93,4,Yes
6.7,1,85,81,43,5,Yes
8.4,0,55,81,73,1,Yes
5.4,1,84,67,97,8,Yes
9.3,0,56,98,87,7,Yes
6.1,1,54,50,68,0,No
5.8,0,93,81,90,7,Yes
9.9,1,56,64,70,6,Yes
9.8,1,54,67,56,8,Yes
6.0,0,77,87,99,2,Yes
7.1,1,98,66,57,2,Yes
8.7,1,50,58,59,0,Yes
5.0,0,49,84,86,1,Yes
8.1,0,85,83,44,8,Yes
7.1,0,74,60,67,0,Yes
7.5,1,62,82,83,6,Yes
7.2,1,90,75,93,1,Yes
8.9,1,78,100,70,5,Yes
9.8,1,93,87,65,0,Yes
6.7,0,79,56,64,7,Yes
7.5,1,81,86,92,2,Yes
5.7,0,62,52,68,0,No
9.5,0,89,97,93,3,Yes
7.0,1,52,47,66,4,Yes
8.8,0,67,41,40,3,Yes
5.1,0,98,44,86,2,Yes
7.9,0,68,67,98,8,Yes
8.8,1,64,84,57,4,Yes
7.3,1,78,69,82,2,Yes
7.5,0,52,51,56,4,Yes
6.2,1,65,50,86,4,Yes
5.1,1,78,59,73,5,Yes
5.6,0,68,62,72,3,Yes
8.3,1,80,99,72,6,Yes
8.9,1,69,75,48,4,Yes
9.9,1,69,55,92,1,Yes
6.1,1,72,73,100,1,Yes
6.5,1,68,57,84,2,Yes
8.1,1,92,76,41,5,Yes
7.5,0,98,63,40,7,Yes
9.6,0,79,55,91,4,Yes
7.8,1,62,94,69,7,Yes
5.2,1,55,80,42,8,Yes
5.2,1,43,44,45,3,No
7.3,1,61,57,44,3,Yes
5.4,0,79,43,81,2,Yes
8.0,0,51,100,62,8,Yes
5.0,0,87,40,67,8,Yes
9.8,0,42,57,53,1,Yes
5.9,1,42,94,66,0,Yes
5.1,1,84,81,45,2,Yes
7.2,0,80,42,69,6,Yes
6.0,0,70,100,80,3,Yes
6.7,1,99,45,70,7,Yes
6.5,1,71,82,88,2,Yes
8.0,1,45,75,100,8,Yes
9.3,0,72,47,48,0,Yes
8.8,1,64,59,78,1,Yes
8.3,1,47,50,55,3,Yes
7.7,1,51,42,71,0,Yes
6.0,1,74,80,83,2,Yes
6.9,0,58,48,87,7,Yes
9.3,0,96,95,52,2,Yes
9.7,1,87,82,46,0,Yes
6.0,0,76,81,76,2,Yes
7.1,1,92,82,45,8,Yes
5.9,0,59,88,42,4,Yes
9.4,0,55,91,88,6,Yes
6.7,1,78,94,92,5,Yes
6.6,1,68,81,76,7,Yes
7.2,0,67,93,74,4,Yes
5.3,1,43,41,41,6,No
7.2,1,69,99,66,8,Yes
9.8,0,96,50,66,5,Yes
8.7,0,63,48,40,1,No
5.1,1,92,75,65,3,Yes
9.9,0,42,58,95,5,Yes
9.5,0,47,70,58,5,Yes
5.6,0,52,57,41,1,No
9.7,1,82,61,85,3,Yes
7.5,0,44,96,79,6,Yes
7.2,1,96,62,41,3,Yes
9.3,0,53,61,48,5,Yes
7.0,1,60,97,86,5,Yes
8.5,0,75,58,100,5,Yes
8.6,1,75,79,40,2,Yes
8.8,1,68,85,44,6,Yes
5.8,0,72,80,97,1,Yes
9.9,0,73,61,90,4,Yes
8.3,1,76,48,64,7,Yes
7.9,1,84,78,52,5,Yes
9.5,0,76,86,78,0,Yes
9.1,0,66,50,64,1,Yes
7.2,1,43,86,93,3,Yes
8.7,1,99,57,51,8,Yes
8.1,1,93,76,92,1,Yes
9.2,1,40,41,83,1,Yes
6.0,0,62,48,100,3,Yes
8.6,0,69,80,97,3,Yes
7.6,1,71,96,94,1,Yes
6.4,1,45,83,88,6,Yes
7.7,1,91,47,93,5,Yes
5.4,1,99,45,80,1,Yes
5.9,0,53,67,56,2,No
5.6,0,41,65,45,7,No
6.2,0,62,46,91,8,Yes
6.0,1,74,85,48,2,Yes
7.7,1,71,42,96,8,Yes
6.4,0,89,98,48,8,Yes
5.8,0,85,47,40,7,Yes
6.0,0,98,100,91,5,Yes
8.7,1,84,98,84,2,Yes
8.9,1,40,92,88,2,Yes
9.9,0,56,75,41,5,Yes
7.6,1,64,77,51,6,Yes
7.4,1,60,99,51,8,Yes
8.8,0,50,63,83,8,Yes
8.6,1,48,55,40,8,Yes
7.8,0,80,82,86,6,Yes
8.9,0,59,54,42,2,Yes
5.1,0,68,83,41,5,Yes
7.5,0,74,60,55,4,Yes
9.1,0,56,71,86,2,Yes
9.5,1,79,88,90,3,Yes
7.8,0,57,59,61,4,Yes
5.6,1,91,59,86,2,Yes
6.8,0,99,60,48,3,Yes
5.5,1,63,94,45,4,Yes
9.1,0,96,83,83,6,Yes
6.1,0,100,43,84,5,Yes
8.9,1,93,87,82,7,Yes
7.5,1,94,100,80,1,Yes
8.2,0,84,98,52,1,Yes
8.8,0,51,100,97,1,Yes
9.9,0,86,49,62,6,Yes
8.6,1,93,99,47,1,Yes
6.6,1,88,79,100,7,Yes
7.6,0,91,90,65,7,Yes
8.4,0,99,46,50,4,Yes
5.3,1,94,57,100,3,Yes
7.6,0,98,89,40,2,Yes
9.1,0,64,98,45,1,Yes
8.8,0,97,51,75,7,Yes
6.2,0,67,49,75,3,Yes
8.2,0,98,100,62,3,Yes
5.0,1,80,77,79,8,Yes
7.5,1,74,62,55,8,Yes
8.4,1,70,63,93,1,Yes
6.0,1,70,73,58,1,Yes
6.8,0,49,40,76,0,No
5.5,0,60,51,52,4,No
8.9,1,59,95,84,0,Yes
8.7,0,40,95,73,8,Yes
9.2,0,76,41,57,8,Yes
6.0,1,62,81,66,4,Yes
5.7,0,91,44,59,5,Yes
5.8,0,93,79,68,7,Yes
5.7,1,89,93,54,6,Yes
8.1,0,43,98,96,3,Yes
7.1,1,97,41,72,7,Yes
6.7,0,63,80,81,3,Yes
6.6,1,94,92,89,3,Yes
5.6,0,52,91,82,3,Yes
7.4,0,73,42,97,1,Yes
8.1,0,76,90,56,6,Yes
5.1,1,99,85,65,6,Yes
8.0,0,44,65,91,4,Yes
8.8,0,70,44,42,4,Yes
8.7,0,45,68,85,1,Yes
7.1,0,93,85,50,1,Yes
9.5,0,69,57,95,8,Yes
6.4,0,87,65,41,8,Yes
8.8,1,48,83,57,4,Yes
8.2,1,45,79,86,8,Yes
7.6,1,87,81,95,7,Yes
5.5,1,47,44,88,4,Yes
9.5,1,81,82,48,4,Yes
6.0,1,64,74,83,2,Yes
9.8,0,54,65,86,3,Yes
7.0,0,45,67,69,3,Yes
8.8,0,63,73,77,7,Yes
5.3,1,77,91,84,4,Yes
8.4,0,56,86,91,1,Yes
5.7,0,80,95,72,8,Yes
9.3,1,88,74,77,5,Yes
6.3,1,49,45,86,6,Yes
7.3,0,100,45,93,6,Yes
9.4,1,41,45,81,1,Yes
5.5,0,67,96,69,0,Yes
9.3,0,79,93,84,3,Yes
9.9,0,40,61,51,1,Yes
9.0,1,95,91,58,8,Yes
9.1,1,62,93,77,6,Yes
7.1,0,66,74,72,4,Yes
5.5,1,90,65,60,4,Yes
5.2,0,62,100,61,3,Yes
9.8,0,56,44,80,0,Yes
7.3,0,84,85,91,8,Yes
9.0,1,70,73,92,3,Yes
5.4,1,72,56,47,2,Yes
5.2,0,84,70,43,5,Yes
8.7,0,66,53,76,4,Yes
7.9,1,67,73,47,6,Yes
9.9,0,89,41,44,5,Yes
7.4,1,55,88,96,8,Yes
8.6,0,58,53,46,0,No
5.7,0,75,82,42,5,Yes
8.6,1,71,76,67,8,Yes
7.2,0,84,82,89,1,Yes
6.2,0,64,47,93,0,Yes
5.4,1,53,74,73,6,Yes
6.1,0,85,52,96,2,Yes
5.6,0,89,55,41,8,Yes
6.1,1,73,59,88,8,Yes
8.2,1,73,94,75,8,Yes
9.1,0,68,45,40,2,Yes
6.2,0,78,89,49,7,Yes
5.0,1,46,80,60,3,Yes
5.9,0,46,47,87,0,No
8.6,1,44,73,74,1,Yes
5.4,1,98,86,68,0,Yes
9.9,1,60,47,72,6,Yes
7.7,0,89,68,66,5,Yes
9.5,1,95,42,43,8,Yes
9.5,1,71,65,98,8,Yes
5.3,0,51,74,74,2,Yes
5.6,0,47,65,53,6,Yes
9.8,1,77,84,97,5,Yes
7.3,0,47,81,53,0,Yes
9.7,0,68,93,82,0,Yes
7.6,1,80,74,71,8,Yes
6.0,1,94,63,87,4,Yes
9.4,1,66,50,46,3,Yes
6.5,1,66,67,69,0,Yes
9.3,1,69,48,100,4,Yes
7.1,1,65,82,97,3,Yes
8.2,0,77,84,70,1,Yes
5.2,0,68,93,85,8,Yes
6.4,1,46,76,87,3,Yes
6.9,1,80,94,51,0,Yes
6.0,0,75,86,78,0,Yes
5.1,0,40,90,59,6,Yes
5.0,0,81,59,93,2,Yes
7.3,0,71,50,60,1,Yes
8.7,0,64,86,97,8,Yes
6.0,1,52,48,90,3,Yes
9.1,0,85,68,49,0,Yes
5.1,1,52,40,42,6,No
6.0,0,82,75,98,0,Yes
8.6,1,40,99,63,4,Yes
5.2,0,80,62,82,1,Yes
6.6,1,88,52,77,2,Yes
8.5,0,47,68,92,5,Yes
9.2,0,41,85,50,4,Yes
6.7,1,87,60,58,6,Yes
9.3,1,90,70,98,3,Yes
6.7,0,86,95,84,6,Yes
5.6,1,66,49,59,0,No
8.5,0,68,95,62,7,Yes
9.5,1,47,53,45,7,Yes
7.6,1,97,93,74,7,Yes
9.5,1,85,92,61,6,Yes
8.1,0,70,48,92,3,Yes
7.2,0,100,91,71,0,Yes
9.4,0,50,63,54,3,Yes
8.2,0,77,57,62,3,Yes
7.0,1,52,61,99,4,Yes
8.5,1,84,75,84,7,Yes
8.3,1,43,47,71,5,Yes
7.1,0,96,53,79,1,Yes
8.6,0,79,82,42,0,Yes
9.4,0,95,85,64,5,Yes
7.9,0,61,76,49,2,Yes
5.6,1,69,94,81,1,Yes
7.5,0,65,94,54,0,Yes
9.7,0,98,63,81,6,Yes
6.9,1,60,92,72,5,Yes
7.8,0,83,51,100,7,Yes
9.2,1,64,53,50,8,Yes
9.9,1,42,60,49,8,Yes
9.0,0,55,62,79,5,Yes
9.7,1,44,97,72,0,Yes
6.9,1,73,91,62,5,Yes
9.4,0,95,91,50,6,Yes
5.2,0,86,59,62,5,Yes
8.1,1,46,47,42,5,Yes
8.8,0,44,41,64,0,No
10.0,0,48,71,65,7,Yes
7.5,0,43,58,51,3,No
9.5,1,100,77,50,8,Yes
8.2,0,85,88,52,8,Yes
5.3,0,54,53,77,1,No
8.0,1,86,71,56,0,Yes
7.7,1,86,99,78,5,Yes
5.3,0,80,61,51,2,Yes
6.1,0,59,55,79,0,Yes
6.3,1,41,69,56,0,No
7.9,0,58,94,62,8,Yes
8.2,1,99,70,58,2,Yes
9.0,1,42,85,100,2,Yes
8.2,0,40,95,61,6,Yes
5.3,0,89,51,85,0,Yes
7.3,1,97,51,79,3,Yes
6.5,1,82,50,79,8,Yes
7.8,0,45,81,99,1,Yes
7.1,0,91,50,55,0,Yes
9.8,1,81,59,79,3,Yes
7.2,1,91,60,91,4,Yes
5.1,1,78,76,57,7,Yes
8.3,1,42,75,46,8,Yes
9.2,1,49,92,63,8,Yes
8.4,0,91,59,85,8,Yes
7.1,1,89,50,85,0,Yes
6.4,1,98,72,62,3,Yes
7.9,0,66,100,86,5,Yes
9.3,1,45,41,71,0,Yes
9.0,1,71,71,100,4,Yes
9.8,1,94,96,72,4,Yes
9.9,0,90,42,92,4,Yes
7.7,0,45,51,85,6,Yes
6.1,1,76,49,74,1,Yes
6.1,1,41,54,73,3,Yes
8.0,1,54,43,83,6,Yes
9.2,1,60,74,53,7,Yes
9.5,1,68,74,40,6,Yes
5.2,1,59,58,74,7,Yes
7.3,0,60,86,76,7,Yes
8.6,0,82,96,98,1,Yes
9.2,0,94,64,87,8,Yes
7.6,1,40,56,61,0,No
5.5,1,46,89,46,0,Yes
5.8,0,72,80,56,5,Yes
9.5,1,78,83,53,6,Yes
5.5,0,91,48,51,4,Yes
6.6,1,70,69,87,1,Yes
9.0,1,44,60,62,1,Yes
9.0,1,83,80,73,3,Yes
8.1,0,46,72,57,3,Yes
5.7,0,40,66,63,5,Yes
5.7,1,98,85,47,8,Yes
9.6,0,87,52,73,6,Yes
5.1,1,90,53,98,1,Yes
6.6,1,88,45,99,6,Yes
6.7,1,81,40,79,1,Yes
5.1,1,98,69,78,0,Yes
9.7,0,83,80,84,4,Yes
9.1,1,79,81,46,5,Yes
7.9,1,98,75,64,8,Yes
5.4,0,57,63,91,7,Yes
7.1,1,45,95,82,4,Yes
9.5,1,89,47,40,2,Yes
6.6,0,93,55,40,4,Yes
8.4,1,63,59,90,0,Yes
5.0,0,49,80,89,2,Yes
5.5,1,99,90,68,8,Yes
9.1,0,83,43,86,4,Yes
8.9,0,96,97,97,7,Yes
8.3,0,40,55,78,0,Yes
9.3,1,75,72,56,5,Yes
7.6,1,99,80,64,2,Yes
7.5,0,59,93,55,6,Yes
7.0,0,56,51,95,7,Yes
8.1,1,90,83,96,2,Yes
8.1,1,41,57,59,4,Yes
8.2,1,49,91,52,4,Yes
8.8,0,67,89,98,3,Yes
9.3,1,94,46,75,6,Yes
9.0,0,60,50,100,7,Yes
9.1,0,96,72,56,8,Yes
7.0,1,88,45,75,2,Yes
6.6,1,44,62,76,4,Yes
9.0,0,46,52,46,8,Yes
7.1,1,40,64,45,1,No
7.8,0,100,45,71,2,Yes
5.2,1,82,60,77,6,Yes
5.6,0,94,100,69,8,Yes
7.7,0,89,97,84,8,Yes
5.5,0,57,84,76,8,Yes
10.0,0,66,75,56,7,Yes
5.2,1,79,75,62,7,Yes
5.0,1,72,97,42,0,Yes
5.1,1,76,72,93,6,Yes
7.2,0,69,57,96,6,Yes
9.0,0,70,81,69,1,Yes
7.2,1,50,86,63,5,Yes
9.9,1,71,93,78,8,Yes
9.0,0,65,74,46,8,Yes
5.2,0,93,94,63,5,Yes
6.7,1,68,59,54,5,Yes
6.0,1,79,43,58,2,Yes
6.5,0,65,70,94,8,Yes
9.0,0,59,55,83,8,Yes
6.3,1,72,95,67,1,Yes
6.3,1,44,76,77,5,Yes
8.3,1,44,83,54,0,Yes
7.2,1,99,58,92,1,Yes
9.2,1,90,81,92,4,Yes
6.6,0,90,100,97,6,Yes
7.9,1,58,85,62,3,Yes
8.4,1,67,59,91,7,Yes
8.1,1,81,86,57,4,Yes
6.2,0,44,42,54,7,No
7.9,0,71,52,96,4,Yes
6.1,0,50,68,49,0,No
8.1,1,67,75,59,4,Yes
8.2,1,55,90,97,4,Yes
6.8,1,63,43,63,3,Yes
7.6,0,54,89,81,2,Yes
5.9,0,97,61,50,6,Yes
8.8,1,41,82,75,0,Yes
5.2,0,85,79,41,3,Yes
8.7,0,97,58,100,7,Yes
7.7,0,57,54,82,2,Yes
9.8,0,41,100,50,2,Yes
8.3,1,42,79,59,4,Yes
9.5,0,61,96,64,2,Yes
6.2,0,96,68,48,2,Yes
6.4,0,99,83,69,6,Yes
6.1,0,96,56,91,3,Yes
8.2,1,91,76,82,2,Yes
5.2,0,48,87,90,6,Yes
6.0,0,93,85,96,2,Yes
8.1,0,95,95,52,1,Yes
8.7,0,48,88,93,2,Yes
6.4,1,80,70,40,6,Yes
8.6,0,75,43,53,2,Yes
7.8,1,46,64,43,3,Yes
6.5,0,96,79,55,2,Yes
6.5,0,40,42,76,3,No
7.1,0,57,76,79,6,Yes
6.1,1,65,47,42,7,Yes
6.6,1,79,87,74,0,Yes
8.8,0,46,70,58,4,Yes
9.3,0,71,98,99,8,Yes
7.5,1,84,95,80,2,Yes
7.1,1,44,66,76,0,Yes
5.5,1,81,57,94,8,Yes
9.5,0,45,55,82,7,Yes
9.8,1,40,87,92,1,Yes
9.7,0,63,69,61,4,Yes
8.8,1,53,54,98,4,Yes
7.4,1,73,79,90,7,Yes
5.4,1,40,50,55,8,Yes
6.4,0,43,46,79,1,No
7.8,1,67,96,51,0,Yes
9.0,0,41,45,68,8,Yes
6.2,0,70,56,50,6,Yes
7.8,1,59,73,41,7,Yes
9.3,1,84,85,81,0,Yes
7.2,1,41,58,98,1,Yes
8.2,0,52,67,80,6,Yes
9.7,0,61,66,40,4,Yes
6.3,1,80,98,71,5,Yes
6.9,1,71,90,51,3,Yes
6.4,0,93,67,73,0,Yes
6.0,0,87,83,97,0,Yes
9.9,0,46,40,63,5,Yes
9.2,0,67,64,70,7,Yes
6.9,0,59,41,80,0,No
8.1,0,100,89,41,3,Yes
9.3,0,53,96,100,5,Yes
6.0,1,53,52,88,8,Yes
9.6,0,40,66,50,7,Yes
6.1,1,75,70,54,7,Yes
6.0,0,90,94,85,5,Yes
9.2,1,71,75,95,1,Yes
6.7,0,93,78,75,7,Yes
5.9,0,61,58,75,0,Yes
7.7,1,58,52,77,8,Yes
8.3,1,58,86,77,5,Yes
5.7,0,77,44,61,8,Yes
9.1,1,62,87,86,4,Yes
9.8,1,40,82,43,6,Yes
8.3,1,63,83,91,4,Yes
9.4,0,82,73,44,2,Yes
6.0,1,77,100,76,2,Yes
9.3,0,94,89,54,7,Yes
8.1,1,63,82,47,6,Yes
5.1,0,48,60,46,5,No
7.7,1,71,69,79,2,Yes
8.7,1,92,92,60,4,Yes
7.9,0,67,41,87,3,Yes
7.2,1,93,55,54,2,Yes
5.2,0,49,77,80,7,Yes
5.2,0,96,65,74,7,Yes
6.7,0,45,61,58,5,Yes
7.0,1,78,41,78,7,Yes
5.5,0,59,49,79,5,Yes
9.0,1,94,62,60,8,Yes
7.7,1,50,96,59,2,Yes
8.6,0,80,70,47,1,Yes
6.0,0,43,83,64,6,Yes
9.7,0,47,76,61,4,Yes
9.1,0,54,58,62,0,Yes
8.0,1,99,61,89,1,Yes
6.3,0,77,55,88,0,Yes
5.0,0,46,71,49,4,No
9.6,1,69,58,46,1,Yes
5.3,0,51,64,52,7,Yes
9.1,1,50,45,47,2,Yes
5.2,0,88,51,48,8,Yes
6.5,1,61,67,68,7,Yes
8.3,1,81,43,42,2,Yes
6.4,0,62,48,86,6,Yes
6.9,0,73,98,48,7,Yes
7.5,0,53,65,57,0,No
9.6,0,72,63,64,0,Yes
7.3,1,91,71,84,8,Yes
8.5,1,86,84,40,3,Yes
8.4,1,86,79,96,1,Yes
6.8,0,48,55,99,5,Yes
7.4,1,40,91,83,0,Yes
6.6,1,88,86,53,2,Yes
8.8,0,54,69,65,5,Yes
7.0,0,57,69,95,0,Yes
5.6,1,97,83,44,6,Yes
8.2,0,62,88,78,1,Yes
6.0,0,85,57,87,7,Yes
7.9,1,88,91,74,7,Yes
7.2,1,55,71,50,1,Yes
7.2,1,63,59,92,2,Yes
9.9,1,79,44,56,6,Yes
8.2,1,42,40,51,5,Yes
8.9,0,66,65,74,8,Yes
6.6,1,65,65,64,7,Yes
9.2,0,99,76,43,1,Yes
7.7,0,52,62,56,2,Yes
8.7,1,81,40,44,3,Yes
7.0,1,94,70,61,8,Yes
5.4,0,82,45,70,3,Yes
5.8,0,72,41,85,5,Yes
8.4,0,89,80,61,5,Yes
5.8,0,65,85,49,6,Yes
6.8,0,87,48,64,7,Yes
8.2,1,59,68,44,3,Yes
9.7,0,97,95,80,4,Yes
9.2,1,76,49,40,4,Yes
9.8,1,95,53,79,2,Yes
9.3,0,61,74,93,5,Yes
7.1,1,57,46,78,7,Yes
9.8,1,92,90,45,4,Yes
7.8,0,91,61,57,3,Yes
7.5,1,77,58,79,7,Yes
6.2,0,40,62,65,7,Yes
9.2,1,41,56,80,5,Yes
5.4,1,92,45,89,7,Yes
5.1,1,74,72,51,7,Yes
7.7,0,63,62,48,8,Yes
6.8,1,40,46,58,1,No
5.1,0,64,78,87,4,Yes
8.4,1,88,97,62,1,Yes
7.3,0,92,49,96,2,Yes
7.4,0,90,94,80,6,Yes
5.6,1,62,50,86,6,Yes
7.5,1,100,92,47,2,Yes
7.4,1,100,66,73,7,Yes
7.9,1,43,48,45,3,No
8.1,1,72,64,87,1,Yes
7.4,1,47,72,100,4,Yes
7.4,1,60,93,58,1,Yes
9.6,0,54,89,86,6,Yes
6.2,0,52,62,49,2,No
6.1,1,46,92,90,5,Yes
6.7,1,71,85,53,6,Yes
5.1,1,80,59,48,2,Yes
5.1,1,79,72,53,7,Yes
7.8,1,95,52,69,8,Yes
5.3,0,52,79,54,1,No
6.2,0,94,97,61,3,Yes
6.4,0,46,54,59,4,No
6.3,1,69,44,51,8,Yes
9.8,1,88,84,66,2,Yes
5.9,1,76,100,78,1,Yes
6.5,1,93,86,77,0,Yes
7.4,1,48,62,84,0,Yes
7.2,1,49,46,47,6,Yes
8.6,0,42,81,42,3,Yes
9.1,0,46,41,85,3,Yes
5.8,1,46,54,83,0,Yes
6.0,0,67,59,92,7,Yes
6.9,0,60,53,57,8,Yes
9.6,0,64,99,51,7,Yes
6.0,1,44,40,61,5,No
9.2,0,61,79,99,8,Yes
7.3,1,78,67,90,5,Yes
8.0,0,85,86,49,6,Yes
5.5,1,66,68,93,4,Yes
7.0,0,95,50,77,4,Yes
9.1,0,90,73,59,5,Yes
7.1,0,49,47,88,1,Yes
9.4,1,42,61,59,4,Yes
7.6,1,61,81,43,8,Yes
8.7,0,74,72,76,0,Yes
9.6,1,73,90,71,4,Yes
6.5,0,67,69,92,5,Yes
8.2,1,61,97,78,6,Yes
5.8,1,45,80,59,3,Yes
6.6,1,100,91,83,6,Yes
7.5,0,85,55,96,2,Yes
9.1,1,76,100,61,4,Yes
8.4,1,100,44,79,6,Yes
8.0,0,74,65,91,8,Yes
5.3,1,52,59,63,3,Yes
6.8,1,88,91,52,7,Yes
7.5,0,87,78,63,5,Yes
9.1,1,56,54,81,6,Yes
9.8,1,61,43,67,2,Yes
5.1,1,66,49,66,1,Yes
9.9,0,88,87,51,0,Yes
8.0,0,97,58,46,5,Yes
8.1,1,66,40,44,7,Yes
6.7,1,73,78,68,2,Yes
9.7,1,74,85,73,6,Yes
6.1,1,51,99,91,7,Yes
9.4,0,95,70,57,6,Yes
7.7,1,93,77,73,2,Yes
9.3,0,47,70,97,5,Yes
7.1,1,99,72,100,2,Yes
8.6,0,46,54,66,3,Yes
6.2,0,99,58,70,3,Yes
7.0,0,72,59,75,8,Yes
5.8,1,59,40,81,8,Yes
5.0,1,61,99,57,5,Yes
6.3,0,62,69,94,1,Yes
7.7,1,74,83,51,2,Yes
9.4,0,80,40,48,6,Yes
7.9,1,55,45,94,3,Yes
7.4,0,63,42,42,8,Yes
8.7,1,78,58,83,4,Yes
7.8,1,43,54,66,3,Yes
8.2,1,87,49,70,1,Yes
6.8,1,82,65,40,2,Yes
9.5,1,47,82,80,1,Yes
9.6,0,68,88,52,8,Yes
8.1,0,54,96,43,4,Yes
9.8,1,92,84,71,0,Yes
5.1,1,91,40,76,1,Yes
8.3,0,60,66,89,5,Yes
5.4,1,47,79,88,6,Yes
8.0,0,53,63,77,6,Yes
5.1,0,94,56,52,3,Yes
6.1,1,99,87,45,3,Yes
5.5,1,64,90,78,7,Yes
5.5,1,58,59,90,2,Yes
8.8,1,60,99,95,1,Yes
5.4,1,71,93,51,3,Yes
7.2,1,42,72,70,1,Yes
6.3,1,100,86,78,2,Yes
7.2,0,71,68,60,4,Yes
6.3,1,74,93,82,8,Yes
8.6,0,51,99,61,8,Yes
6.2,1,73,92,92,7,Yes
6.2,1,60,63,76,7,Yes
6.4,0,66,47,67,5,Yes
5.4,1,72,76,46,5,Yes
9.0,1,95,88,86,7,Yes
8.2,1,56,65,81,3,Yes
7.5,1,50,42,58,2,No
8.0,0,47,85,84,4,Yes
7.5,0,46,83,65,7,Yes
8.8,0,58,84,51,5,Yes
7.7,1,71,47,48,7,Yes
8.5,1,64,82,76,4,Yes
8.4,1,77,99,60,8,Yes
6.0,0,68,65,43,5,Yes
8.9,0,66,56,66,0,Yes
8.2,0,67,47,40,5,Yes
8.6,0,58,91,42,3,Yes
5.7,0,49,57,91,7,Yes
9.3,0,52,93,42,8,Yes
6.5,1,42,98,49,2,Yes
6.0,0,80,60,45,4,Yes
9.3,0,47,94,76,3,Yes
5.3,1,44,64,55,3,No
5.4,0,84,77,99,2,Yes
5.7,0,84,44,80,1,Yes
8.1,1,91,69,50,4,Yes
7.1,1,91,44,97,8,Yes
8.8,1,81,100,94,8,Yes
5.5,0,82,62,54,0,Yes
8.6,0,79,66,46,7,Yes
6.3,0,43,100,86,2,Yes
5.9,0,57,56,80,2,Yes
7.9,0,78,91,62,0,Yes
6.2,1,90,92,41,5,Yes
8.7,0,72,99,51,8,Yes
7.4,0,71,43,46,6,Yes
8.1,1,45,86,94,3,Yes
8.0,0,90,67,45,0,Yes
6.6,0,54,80,44,0,No
6.1,1,98,90,71,6,Yes
7.0,1,70,69,87,8,Yes
9.1,0,70,45,50,7,Yes
7.8,1,86,99,58,3,Yes
6.4,0,59,75,64,4,Yes
8.8,1,94,82,78,2,Yes
9.4,1,74,87,84,3,Yes
5.3,0,98,56,95,2,Yes
8.2,0,61,99,59,5,Yes
7.8,0,53,74,99,3,Yes
6.6,1,98,73,98,6,Yes
7.0,0,57,98,92,3,Yes
7.6,0,68,70,100,4,Yes
5.1,1,68,59,45,1,No
5.0,1,53,78,78,0,Yes
6.0,0,52,70,93,5,Yes
7.8,1,73,87,47,1,Yes
5.3,0,73,93,80,0,Yes
6.8,1,81,55,55,4,Yes
5.5,0,93,47,78,1,Yes
8.5,1,79,86,78,1,Yes
7.2,0,74,76,85,1,Yes
7.9,1,68,66,45,4,Yes
8.5,1,98,98,98,7,Yes
5.6,1,54,87,70,1,Yes
9.2,1,68,53,68,5,Yes
6.7,1,95,46,65,2,Yes
9.6,1,69,47,93,4,Yes
7.4,0,46,74,84,2,Yes
7.0,0,70,88,92,8,Yes
7.9,1,55,51,70,8,Yes
6.8,1,40,71,93,2,Yes
